Time,Mode,MainV,MPPTV,TargetV,Error,Current,Power,PWM
2025-12-29T23:30:00.363Z,a,0.95,4.81,0,0,88,0.42,225
2025-12-29T23:30:00.363Z,a,0.95,4.81,0,0,88,0.42,225
2025-12-29T23:30:01.011Z,a,0.76,4.67,0,0,114,0.53,203
2025-12-29T23:30:01.011Z,a,0.76,4.67,0,0,114,0.53,203
2025-12-29T23:30:01.650Z,a,0.78,4.73,0,0,96,0.45,213
2025-12-29T23:30:01.651Z,a,0.78,4.73,0,0,96,0.45,213
2025-12-29T23:30:02.299Z,a,0.73,4.52,0,0,147,0.66,180
2025-12-29T23:30:02.299Z,a,0.73,4.52,0,0,147,0.66,180
2025-12-29T23:30:02.943Z,a,0.76,4.78,0,0,104,0.5,220
2025-12-29T23:30:02.944Z,a,0.76,4.78,0,0,104,0.5,220
2025-12-29T23:30:03.587Z,a,0.68,4.38,0,0,144,0.63,158
2025-12-29T23:30:03.588Z,a,0.68,4.38,0,0,144,0.63,158
2025-12-29T23:30:04.231Z,a,0.17,4.24,0,0,138,0.59,135
2025-12-29T23:30:04.231Z,a,0.17,4.24,0,0,138,0.59,135
2025-12-29T23:30:04.875Z,a,0.39,4.24,0,0,116,0.49,135
2025-12-29T23:30:04.876Z,a,0.39,4.24,0,0,116,0.49,135
2025-12-29T23:30:05.520Z,a,1.34,4.16,0,0,252,1.05,124
2025-12-29T23:30:05.520Z,a,1.34,4.16,0,0,252,1.05,124
2025-12-29T23:30:06.164Z,a,1.27,4.54,0,0,148,0.67,183
2025-12-29T23:30:06.165Z,a,1.27,4.54,0,0,148,0.67,183
2025-12-29T23:30:06.803Z,a,0.95,4.64,0,0,95,0.44,199
2025-12-29T23:30:06.804Z,a,0.95,4.64,0,0,95,0.44,199
2025-12-29T23:30:07.446Z,a,0.81,4.52,0,0,95,0.43,180
2025-12-29T23:30:07.447Z,a,0.81,4.52,0,0,95,0.43,180
2025-12-29T23:30:08.095Z,a,0.81,4.22,0,0,132,0.56,132
2025-12-29T23:30:08.095Z,a,0.81,4.22,0,0,132,0.56,132
2025-12-29T23:30:08.734Z,a,0.12,4.39,0,0,97,0.43,160
2025-12-29T23:30:08.734Z,a,0.12,4.39,0,0,97,0.43,160
2025-12-29T23:30:09.377Z,a,0.12,4.51,0,0,87,0.39,179
2025-12-29T23:30:09.377Z,a,0.12,4.51,0,0,87,0.39,179
2025-12-29T23:30:10.020Z,a,0.12,4.98,0,0,96,0.48,251
2025-12-29T23:30:10.021Z,a,0.12,4.98,0,0,96,0.48,251
2025-12-29T23:30:10.668Z,a,0.66,4.46,0,0,149,0.66,171
2025-12-29T23:30:10.669Z,a,0.66,4.46,0,0,149,0.66,171
2025-12-29T23:30:11.312Z,a,0,4.65,0,0,101,0.47,200
2025-12-29T23:30:11.313Z,a,0,4.65,0,0,101,0.47,200
2025-12-29T23:30:11.957Z,a,1.12,4.54,0,0,106,0.48,183
2025-12-29T23:30:11.957Z,a,1.12,4.54,0,0,106,0.48,183
2025-12-29T23:30:12.596Z,a,1.08,4.48,0,0,84,0.38,174
2025-12-29T23:30:12.596Z,a,1.08,4.48,0,0,84,0.38,174
2025-12-29T23:30:13.244Z,a,1.03,4.92,0,0,137,0.67,242
2025-12-29T23:30:13.244Z,a,1.03,4.92,0,0,137,0.67,242
2025-12-29T23:30:13.883Z,a,0.68,4.77,0,0,83,0.4,219
2025-12-29T23:30:13.884Z,a,0.68,4.77,0,0,83,0.4,219
2025-12-29T23:30:14.531Z,a,0.71,4.93,0,0,115,0.57,242
2025-12-29T23:30:14.532Z,a,0.71,4.93,0,0,115,0.57,242
2025-12-29T23:30:15.171Z,a,0.66,4.97,0,0,92,0.46,248
2025-12-29T23:30:15.171Z,a,0.66,4.97,0,0,92,0.46,248
2025-12-29T23:30:15.819Z,a,0.66,4.56,0,0,103,0.47,186
2025-12-29T23:30:15.819Z,a,0.66,4.56,0,0,103,0.47,186
2025-12-29T23:30:16.463Z,a,0.71,4.13,0,0,252,1.04,120
2025-12-29T23:30:16.464Z,a,0.71,4.13,0,0,252,1.04,120
2025-12-29T23:30:17.127Z,a,0.42,4.05,0,0,270,1.09,107
2025-12-29T23:30:17.128Z,a,0.42,4.05,0,0,270,1.09,107
2025-12-29T23:30:17.755Z,a,0.39,4.03,0,0,281,1.13,104
2025-12-29T23:30:17.755Z,a,0.39,4.03,0,0,281,1.13,104
2025-12-29T23:30:18.390Z,a,1.34,4.48,0,0,99,0.44,174
2025-12-29T23:30:18.391Z,a,1.34,4.48,0,0,99,0.44,174
2025-12-29T23:30:19.039Z,a,1.12,4.56,0,0,105,0.48,186
2025-12-29T23:30:19.040Z,a,1.12,4.56,0,0,105,0.48,186
2025-12-29T23:30:19.683Z,a,0.93,4.29,0,0,148,0.63,144
2025-12-29T23:30:19.684Z,a,0.93,4.29,0,0,148,0.63,144
2025-12-29T23:30:20.327Z,a,0.95,4.65,0,0,140,0.65,200
2025-12-29T23:30:20.328Z,a,0.95,4.65,0,0,140,0.65,200
2025-12-29T23:30:20.971Z,a,0.76,4.37,0,0,130,0.57,157
2025-12-29T23:30:20.972Z,a,0.76,4.37,0,0,130,0.57,157
2025-12-29T23:30:21.616Z,a,0.81,4.66,0,0,102,0.48,202
2025-12-29T23:30:21.617Z,a,0.81,4.66,0,0,102,0.48,202
2025-12-29T23:30:22.255Z,a,0.68,4.82,0,0,82,0.4,227
2025-12-29T23:30:22.256Z,a,0.68,4.82,0,0,82,0.4,227
2025-12-29T23:30:22.903Z,a,0.66,4.87,0,0,112,0.55,234
2025-12-29T23:30:22.904Z,a,0.66,4.87,0,0,112,0.55,234
2025-12-29T23:30:23.547Z,a,0.1,4.07,0,0,284,1.16,110
2025-12-29T23:30:23.548Z,a,0.1,4.07,0,0,284,1.16,110
2025-12-29T23:30:24.191Z,a,1.34,4.67,0,0,114,0.53,203
2025-12-29T23:30:24.193Z,a,1.34,4.67,0,0,114,0.53,203
2025-12-29T23:30:24.836Z,a,0.95,4.7,0,0,132,0.62,206
2025-12-29T23:30:24.836Z,a,0.95,4.7,0,0,132,0.62,206
2025-12-29T23:30:25.480Z,a,0.86,4.7,0,0,101,0.47,206
2025-12-29T23:30:25.481Z,a,0.86,4.7,0,0,101,0.47,206
2025-12-29T23:30:26.124Z,a,0.78,4.33,0,0,135,0.58,151
2025-12-29T23:30:26.124Z,a,0.78,4.33,0,0,135,0.58,151
2025-12-29T23:30:26.769Z,a,0.86,4.56,0,0,100,0.46,186
2025-12-29T23:30:26.770Z,a,0.86,4.56,0,0,100,0.46,186
2025-12-29T23:30:27.412Z,a,0.73,4.07,0,0,276,1.12,110
2025-12-29T23:30:27.413Z,a,0.73,4.07,0,0,276,1.12,110
2025-12-29T23:30:28.057Z,a,0.32,4.54,0,0,128,0.58,183
2025-12-29T23:30:28.057Z,a,0.32,4.54,0,0,128,0.58,183
2025-12-29T23:30:28.701Z,a,0.12,4.11,0,0,261,1.07,117
2025-12-29T23:30:28.702Z,a,0.12,4.11,0,0,261,1.07,117
2025-12-29T23:30:29.345Z,a,0.49,4.82,0,0,128,0.62,227
2025-12-29T23:30:29.346Z,a,0.49,4.82,0,0,128,0.62,227
2025-12-29T23:30:29.989Z,a,0.9,4.67,0,0,142,0.66,203
2025-12-29T23:30:29.990Z,a,0.9,4.67,0,0,142,0.66,203
2025-12-29T23:30:30.634Z,a,0.95,4.64,0,0,120,0.56,199
2025-12-29T23:30:30.634Z,a,0.95,4.64,0,0,120,0.56,199
2025-12-29T23:30:31.278Z,a,0.86,4.29,0,0,131,0.56,144
2025-12-29T23:30:31.278Z,a,0.86,4.29,0,0,131,0.56,144
2025-12-29T23:30:31.917Z,a,0.95,4.39,0,0,80,0.35,160
2025-12-29T23:30:31.918Z,a,0.95,4.39,0,0,80,0.35,160
2025-12-29T23:30:32.565Z,a,0.86,4.78,0,0,145,0.69,220
2025-12-29T23:30:32.566Z,a,0.86,4.78,0,0,145,0.69,220
2025-12-29T23:30:33.210Z,a,0.71,4.62,0,0,148,0.68,196
2025-12-29T23:30:33.210Z,a,0.71,4.62,0,0,148,0.68,196
2025-12-29T23:30:33.854Z,a,0.71,4.35,0,0,103,0.45,154
2025-12-29T23:30:33.854Z,a,0.71,4.35,0,0,103,0.45,154
2025-12-29T23:30:34.498Z,a,0.15,4.64,0,0,127,0.59,199
2025-12-29T23:30:34.499Z,a,0.15,4.64,0,0,127,0.59,199
2025-12-29T23:30:39.085Z,a,0.15,4.13,0,0,276,1.14,120
2025-12-29T23:30:39.086Z,a,0.15,4.13,0,0,276,1.14,120
2025-12-29T23:30:39.651Z,a,0.2,4.7,0,0,115,0.54,206
2025-12-29T23:30:39.651Z,a,0.2,4.7,0,0,115,0.54,206
2025-12-29T23:30:40.290Z,a,0.68,4.71,0,0,87,0.41,210
2025-12-29T23:30:40.291Z,a,0.68,4.71,0,0,87,0.41,210
2025-12-29T23:30:40.938Z,a,0.12,4.26,0,0,135,0.58,140
2025-12-29T23:30:40.939Z,a,0.12,4.26,0,0,135,0.58,140
2025-12-29T23:30:41.577Z,a,0.15,4.43,0,0,86,0.38,165
2025-12-29T23:30:41.578Z,a,0.15,4.43,0,0,86,0.38,165
2025-12-29T23:30:42.221Z,a,1.27,4.49,0,0,90,0.4,174
2025-12-29T23:30:42.221Z,a,1.27,4.49,0,0,90,0.4,174
2025-12-29T23:30:42.869Z,a,1.12,4.49,0,0,129,0.58,174
2025-12-29T23:30:42.869Z,a,1.12,4.49,0,0,129,0.58,174
2025-12-29T23:30:43.513Z,a,1,4.48,0,0,134,0.6,174
2025-12-29T23:30:43.513Z,a,1,4.48,0,0,134,0.6,174
2025-12-29T23:30:44.158Z,a,0.9,4.08,0,0,293,1.2,112
2025-12-29T23:30:44.159Z,a,0.9,4.08,0,0,293,1.2,112
2025-12-29T23:30:44.796Z,a,0.17,4.24,0,0,96,0.41,135
2025-12-29T23:30:44.797Z,a,0.17,4.24,0,0,96,0.41,135
2025-12-29T23:30:45.444Z,a,0.15,4.53,0,0,136,0.62,182
2025-12-29T23:30:45.445Z,a,0.15,4.53,0,0,136,0.62,182
2025-12-29T23:30:46.089Z,a,0.73,4.27,0,0,123,0.53,141
2025-12-29T23:30:46.089Z,a,0.73,4.27,0,0,123,0.53,141
2025-12-29T23:30:46.733Z,a,0.24,4.16,0,0,282,1.17,124
2025-12-29T23:30:46.734Z,a,0.24,4.16,0,0,282,1.17,124
2025-12-29T23:30:47.377Z,a,0.44,4.38,0,0,102,0.45,158
2025-12-29T23:30:47.378Z,a,0.44,4.38,0,0,102,0.45,158
2025-12-29T23:30:48.021Z,a,1.32,4.14,0,0,279,1.16,121
2025-12-29T23:30:48.022Z,a,1.32,4.14,0,0,279,1.16,121
2025-12-29T23:30:48.671Z,a,1.3,4.84,0,0,123,0.6,230
2025-12-29T23:30:48.673Z,a,1.3,4.84,0,0,123,0.6,230
2025-12-29T23:30:49.305Z,a,0.76,4.26,0,0,82,0.35,140
2025-12-29T23:30:49.305Z,a,0.76,4.26,0,0,82,0.35,140
2025-12-29T23:30:49.953Z,a,1.05,4.32,0,0,100,0.43,149
2025-12-29T23:30:49.953Z,a,1.05,4.32,0,0,100,0.43,149
2025-12-29T23:30:50.598Z,a,0.9,4.63,0,0,125,0.58,197
2025-12-29T23:30:50.597Z,a,0.9,4.63,0,0,125,0.58,197
2025-12-29T23:30:51.241Z,a,0.76,4.73,0,0,123,0.58,213
2025-12-29T23:30:51.242Z,a,0.76,4.73,0,0,123,0.58,213
2025-12-29T23:30:51.885Z,a,0.71,4.07,0,0,291,1.18,110
2025-12-29T23:30:51.886Z,a,0.71,4.07,0,0,291,1.18,110
2025-12-29T23:30:52.530Z,a,0.39,4.43,0,0,116,0.51,165
2025-12-29T23:30:52.530Z,a,0.39,4.43,0,0,116,0.51,165
2025-12-29T23:30:53.169Z,a,0.17,4.32,0,0,91,0.39,149
2025-12-29T23:30:53.170Z,a,0.17,4.32,0,0,91,0.39,149
2025-12-29T23:30:53.817Z,a,0.1,4.66,0,0,136,0.63,202
2025-12-29T23:30:53.817Z,a,0.1,4.66,0,0,136,0.63,202
2025-12-29T23:30:54.456Z,a,1.08,4.97,0,0,95,0.47,248
2025-12-29T23:30:54.457Z,a,1.08,4.97,0,0,95,0.47,248
2025-12-29T23:30:55.100Z,a,0.71,4.51,0,0,94,0.42,179
2025-12-29T23:30:55.100Z,a,0.71,4.51,0,0,94,0.42,179
2025-12-29T23:30:55.748Z,a,0.98,4.96,0,0,134,0.66,248
2025-12-29T23:30:55.748Z,a,0.98,4.96,0,0,134,0.66,248
2025-12-29T23:30:56.392Z,a,0.66,4.44,0,0,117,0.52,168
2025-12-29T23:30:56.393Z,a,0.66,4.44,0,0,117,0.52,168
2025-12-29T23:30:57.050Z,a,0.83,4.36,0,0,132,0.58,155
2025-12-29T23:30:57.051Z,a,0.83,4.36,0,0,132,0.58,155
2025-12-29T23:30:57.675Z,a,0.83,4.84,0,0,95,0.46,230
2025-12-29T23:30:57.676Z,a,0.83,4.84,0,0,95,0.46,230
2025-12-29T23:30:58.319Z,a,0.68,4.98,0,0,85,0.42,251
2025-12-29T23:30:58.318Z,a,0.68,4.98,0,0,85,0.42,251
2025-12-29T23:30:58.962Z,a,0.66,4.56,0,0,81,0.37,186
2025-12-29T23:30:58.962Z,a,0.66,4.56,0,0,81,0.37,186
2025-12-29T23:30:59.610Z,a,0.12,4.06,0,0,253,1.03,109
2025-12-29T23:30:59.610Z,a,0.12,4.06,0,0,253,1.03,109
2025-12-29T23:31:00.254Z,a,0.39,4.72,0,0,112,0.53,210
2025-12-29T23:31:00.255Z,a,0.39,4.72,0,0,112,0.53,210
2025-12-29T23:31:00.898Z,a,1.05,4.27,0,0,111,0.47,141
2025-12-29T23:31:00.899Z,a,1.05,4.27,0,0,111,0.47,141
2025-12-29T23:31:01.542Z,a,1.25,4.26,0,0,145,0.62,140
2025-12-29T23:31:01.543Z,a,1.25,4.26,0,0,145,0.62,140
2025-12-29T23:31:02.186Z,a,1.1,4.24,0,0,111,0.47,135
2025-12-29T23:31:02.187Z,a,1.1,4.24,0,0,111,0.47,135
2025-12-29T23:31:02.831Z,a,0.98,4.96,0,0,114,0.57,248
2025-12-29T23:31:02.832Z,a,0.98,4.96,0,0,114,0.57,248
2025-12-29T23:31:03.470Z,a,0.68,4.5,0,0,88,0.4,177
2025-12-29T23:31:03.470Z,a,0.68,4.5,0,0,88,0.4,177
2025-12-29T23:31:04.118Z,a,0.76,4.01,0,0,277,1.11,101
2025-12-29T23:31:04.119Z,a,0.76,4.01,0,0,277,1.11,101
2025-12-29T23:31:04.762Z,a,0.37,4.43,0,0,120,0.53,165
2025-12-29T23:31:04.763Z,a,0.37,4.43,0,0,120,0.53,165
2025-12-29T23:31:05.407Z,a,0.15,4.31,0,0,130,0.56,148
2025-12-29T23:31:05.408Z,a,0.15,4.31,0,0,130,0.56,148
2025-12-29T23:31:06.051Z,a,0.29,4.37,0,0,117,0.51,157
2025-12-29T23:31:06.051Z,a,0.29,4.37,0,0,117,0.51,157
2025-12-29T23:31:06.695Z,a,1.32,4.67,0,0,126,0.59,203
2025-12-29T23:31:06.696Z,a,1.32,4.67,0,0,126,0.59,203
2025-12-29T23:31:07.334Z,a,1.03,4.51,0,0,94,0.42,179
2025-12-29T23:31:07.334Z,a,1.03,4.51,0,0,94,0.42,179
2025-12-29T23:31:07.983Z,a,1.05,4.3,0,0,124,0.53,146
2025-12-29T23:31:07.984Z,a,1.05,4.3,0,0,124,0.53,146
2025-12-29T23:31:08.627Z,a,1.05,4.48,0,0,126,0.56,174
2025-12-29T23:31:08.627Z,a,1.05,4.48,0,0,126,0.56,174
2025-12-29T23:31:09.271Z,a,0.86,4.81,0,0,120,0.58,225
2025-12-29T23:31:09.271Z,a,0.86,4.81,0,0,120,0.58,225
2025-12-29T23:31:09.910Z,a,0.71,4.58,0,0,81,0.37,189
2025-12-29T23:31:09.911Z,a,0.71,4.58,0,0,81,0.37,189
2025-12-29T23:31:10.559Z,a,0.73,4.06,0,0,263,1.07,109
2025-12-29T23:31:10.561Z,a,0.73,4.06,0,0,263,1.07,109
2025-12-29T23:31:11.204Z,a,0.34,4.03,0,0,260,1.05,104
2025-12-29T23:31:11.204Z,a,0.34,4.03,0,0,260,1.05,104
2025-12-29T23:31:11.847Z,a,0.49,4.2,0,0,147,0.62,129
2025-12-29T23:31:11.847Z,a,0.49,4.2,0,0,147,0.62,129
2025-12-29T23:31:12.491Z,a,0.39,4.39,0,0,100,0.44,160
2025-12-29T23:31:12.492Z,a,0.39,4.39,0,0,100,0.44,160
2025-12-29T23:31:13.135Z,a,1.3,4.97,0,0,126,0.63,248
2025-12-29T23:31:13.136Z,a,1.3,4.97,0,0,126,0.63,248
2025-12-29T23:31:13.780Z,a,0.68,4.09,0,0,263,1.08,113
2025-12-29T23:31:13.780Z,a,0.68,4.09,0,0,263,1.08,113
2025-12-29T23:31:14.424Z,a,1.15,4.67,0,0,102,0.48,203
2025-12-29T23:31:14.424Z,a,1.15,4.67,0,0,102,0.48,203
2025-12-29T23:31:15.068Z,a,0.78,4.58,0,0,125,0.57,189
2025-12-29T23:31:15.068Z,a,0.78,4.58,0,0,125,0.57,189
2025-12-29T23:31:15.712Z,a,0.76,4.5,0,0,126,0.57,177
2025-12-29T23:31:15.713Z,a,0.76,4.5,0,0,126,0.57,177
2025-12-29T23:31:16.356Z,a,0.76,4.03,0,0,278,1.12,104
2025-12-29T23:31:16.357Z,a,0.76,4.03,0,0,278,1.12,104
2025-12-29T23:31:17.000Z,a,0.37,4.76,0,0,130,0.62,217
2025-12-29T23:31:17.001Z,a,0.37,4.76,0,0,130,0.62,217
2025-12-29T23:31:17.645Z,a,0.66,4.32,0,0,149,0.64,149
2025-12-29T23:31:17.645Z,a,0.66,4.32,0,0,149,0.64,149
2025-12-29T23:31:18.284Z,a,0.29,4.9,0,0,90,0.44,239
2025-12-29T23:31:18.285Z,a,0.29,4.9,0,0,90,0.44,239
2025-12-29T23:31:18.927Z,a,0.81,4.68,0,0,87,0.41,203
2025-12-29T23:31:18.927Z,a,0.81,4.68,0,0,87,0.41,203
2025-12-29T23:31:19.575Z,a,1.03,4.8,0,0,140,0.67,224
2025-12-29T23:31:19.576Z,a,1.03,4.8,0,0,140,0.67,224
2025-12-29T23:31:20.215Z,a,0.81,4.33,0,0,93,0.4,151
2025-12-29T23:31:20.215Z,a,0.81,4.33,0,0,93,0.4,151
2025-12-29T23:31:20.858Z,a,1.03,4.28,0,0,91,0.39,143
2025-12-29T23:31:20.858Z,a,1.03,4.28,0,0,91,0.39,143
2025-12-29T23:31:21.506Z,a,0.95,4.16,0,0,252,1.05,124
2025-12-29T23:31:21.507Z,a,0.95,4.16,0,0,252,1.05,124
2025-12-29T23:31:22.145Z,a,0.15,4.62,0,0,90,0.42,196
2025-12-29T23:31:22.146Z,a,0.15,4.62,0,0,90,0.42,196
2025-12-29T23:31:22.794Z,a,0.73,4.96,0,0,105,0.52,248
2025-12-29T23:31:22.794Z,a,0.73,4.96,0,0,105,0.52,248
2025-12-29T23:31:23.438Z,a,0.66,4.29,0,0,122,0.52,144
2025-12-29T23:31:23.438Z,a,0.66,4.29,0,0,122,0.52,144
2025-12-29T23:31:24.076Z,a,0.22,4.57,0,0,98,0.45,188
2025-12-29T23:31:24.077Z,a,0.22,4.57,0,0,98,0.45,188
2025-12-29T23:31:24.725Z,a,0.12,4.11,0,0,287,1.18,117
2025-12-29T23:31:24.726Z,a,0.12,4.11,0,0,287,1.18,117
2025-12-29T23:31:25.369Z,a,1.37,4.23,0,0,121,0.51,135
2025-12-29T23:31:25.370Z,a,1.37,4.23,0,0,121,0.51,135
2025-12-29T23:31:26.013Z,a,1.3,4.4,0,0,108,0.48,162
2025-12-29T23:31:26.014Z,a,1.3,4.4,0,0,108,0.48,162
2025-12-29T23:31:26.653Z,a,1.1,4.62,0,0,89,0.41,196
2025-12-29T23:31:26.653Z,a,1.1,4.62,0,0,89,0.41,196
2025-12-29T23:31:27.301Z,a,0.86,4.5,0,0,121,0.54,177
2025-12-29T23:31:27.302Z,a,0.86,4.5,0,0,121,0.54,177
2025-12-29T23:31:27.945Z,a,0.86,4.82,0,0,126,0.61,227
2025-12-29T23:31:27.946Z,a,0.86,4.82,0,0,126,0.61,227
2025-12-29T23:31:28.589Z,a,0.68,4.05,0,0,296,1.2,107
2025-12-29T23:31:28.590Z,a,0.68,4.05,0,0,296,1.2,107
2025-12-29T23:31:29.233Z,a,0.24,4.69,0,0,138,0.65,206
2025-12-29T23:31:29.234Z,a,0.24,4.69,0,0,138,0.65,206
2025-12-29T23:31:29.877Z,a,0.68,4.09,0,0,287,1.17,113
2025-12-29T23:31:29.878Z,a,0.68,4.09,0,0,287,1.17,113
2025-12-29T23:31:30.522Z,a,0.46,4.35,0,0,147,0.64,154
2025-12-29T23:31:30.522Z,a,0.46,4.35,0,0,147,0.64,154
2025-12-29T23:31:31.166Z,a,0.1,4.03,0,0,279,1.12,104
2025-12-29T23:31:31.167Z,a,0.1,4.03,0,0,279,1.12,104
2025-12-29T23:31:31.810Z,a,1.34,4.47,0,0,104,0.46,171
2025-12-29T23:31:31.811Z,a,1.34,4.47,0,0,104,0.46,171
2025-12-29T23:31:32.454Z,a,1.1,4.03,0,0,267,1.08,104
2025-12-29T23:31:32.455Z,a,1.1,4.03,0,0,267,1.08,104
2025-12-29T23:31:33.099Z,a,1.15,4.99,0,0,142,0.71,251
2025-12-29T23:31:33.099Z,a,1.15,4.99,0,0,142,0.71,251
2025-12-29T23:31:33.742Z,a,0.66,4.8,0,0,116,0.56,224
2025-12-29T23:31:33.743Z,a,0.66,4.8,0,0,116,0.56,224
2025-12-29T23:31:34.387Z,a,0.71,4.14,0,0,287,1.19,121
2025-12-29T23:31:34.388Z,a,0.71,4.14,0,0,287,1.19,121
2025-12-29T23:31:35.031Z,a,0.17,4.99,0,0,116,0.58,251
2025-12-29T23:31:35.032Z,a,0.17,4.99,0,0,116,0.58,251
2025-12-29T23:31:35.675Z,a,0.66,4.04,0,0,260,1.05,106
2025-12-29T23:31:35.676Z,a,0.66,4.04,0,0,260,1.05,106
2025-12-29T23:31:36.320Z,a,0.49,4.97,0,0,120,0.6,248
2025-12-29T23:31:36.320Z,a,0.49,4.97,0,0,120,0.6,248
2025-12-29T23:31:36.964Z,a,0.64,4.3,0,0,118,0.51,146
2025-12-29T23:31:36.963Z,a,0.64,4.3,0,0,118,0.51,146
2025-12-29T23:31:37.603Z,a,1.32,4.55,0,0,83,0.38,185
2025-12-29T23:31:37.604Z,a,1.32,4.55,0,0,83,0.38,185
2025-12-29T23:31:38.251Z,a,1.05,4.06,0,0,290,1.18,109
2025-12-29T23:31:38.252Z,a,1.05,4.06,0,0,290,1.18,109
2025-12-29T23:31:38.895Z,a,1.17,4.45,0,0,101,0.45,168
2025-12-29T23:31:38.895Z,a,1.17,4.45,0,0,101,0.45,168
2025-12-29T23:31:39.540Z,a,0.9,4.01,0,0,287,1.15,101
2025-12-29T23:31:39.540Z,a,0.9,4.01,0,0,287,1.15,101
2025-12-29T23:31:40.184Z,a,0.17,4.86,0,0,104,0.51,233
2025-12-29T23:31:40.185Z,a,0.17,4.86,0,0,104,0.51,233
2025-12-29T23:31:40.829Z,a,0.66,4.95,0,0,125,0.62,245
2025-12-29T23:31:40.829Z,a,0.66,4.95,0,0,125,0.62,245
2025-12-29T23:31:41.472Z,a,0.66,4.11,0,0,262,1.08,117
2025-12-29T23:31:41.473Z,a,0.66,4.11,0,0,262,1.08,117
2025-12-29T23:31:42.116Z,a,0.39,4.23,0,0,103,0.44,135
2025-12-29T23:31:42.117Z,a,0.39,4.23,0,0,103,0.44,135
2025-12-29T23:31:42.761Z,a,0.39,4.16,0,0,281,1.17,124
2025-12-29T23:31:42.761Z,a,0.39,4.16,0,0,281,1.17,124
2025-12-29T23:31:43.405Z,a,1.34,4.89,0,0,137,0.67,237
2025-12-29T23:31:43.406Z,a,1.34,4.89,0,0,137,0.67,237
2025-12-29T23:31:44.049Z,a,0.76,4.14,0,0,285,1.18,121
2025-12-29T23:31:44.050Z,a,0.76,4.14,0,0,285,1.18,121
2025-12-29T23:31:44.693Z,a,1.17,4.03,0,0,273,1.1,104
2025-12-29T23:31:44.694Z,a,1.17,4.03,0,0,273,1.1,104
2025-12-29T23:31:45.338Z,a,1.15,4.24,0,0,127,0.54,135
